"subject","version","assignmentId","role","punCostly","oppPersistent","choice","globalRound","matchNum","matchRound","score","rt","oppChoice","oppScore","stamp","id"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","1","1","1","1","13","0","13","180","468","1","-100","2017-05-26 17:15:01","144"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","1","1","1","1","14","0","14","160","1938","1","-120","2017-05-26 17:15:09","145"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","0","1","0","1","15","1","0","140","5127","1","-140","2017-05-26 17:15:32","146"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","0","1","0","1","16","1","1","150","419","0","-150","2017-05-26 17:15:39","147"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","0","1","0","1","17","1","2","160","525","0","-160","2017-05-26 17:19:05","148"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","0","1","0","1","18","1","3","170","2123","0","-170","2017-05-26 17:19:14","149"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","0","1","0","0","19","1","4","170","3959","0","-170","2017-05-26 17:19:24","150"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","0","1","0","0","20","1","5","170","467","0","-170","2017-05-26 17:19:31","151"
"A3UTFL5JHRQCM1","sp_v1","3E1QT0TDFPA0MJVWL4L2IVWAK6G8IF","0","1","0","0","21","1","6","170","826","0","-170","2017-05-26 17:19:38","152"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","0","0","0","389","3504","1","-20","2017-05-26 17:23:01","153"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","1","0","1","378","1233","1","-40","2017-05-26 17:23:12","154"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","2","0","2","367","760","1","-60","2017-05-26 17:23:22","155"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","3","0","3","356","377","1","-80","2017-05-26 17:23:34","156"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","4","0","4","345","488","1","-100","2017-05-26 17:23:43","157"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","5","0","5","334","335","1","-120","2017-05-26 17:23:48","158"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","6","0","6","323","317","1","-140","2017-05-26 17:23:55","159"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","7","0","7","312","409","1","-160","2017-05-26 17:24:04","160"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","8","0","8","301","426","1","-180","2017-05-26 17:24:10","161"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","9","0","9","290","359","1","-200","2017-05-26 17:24:17","162"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","10","0","10","279","296","1","-220","2017-05-26 17:24:25","163"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","11","0","11","268","459","1","-240","2017-05-26 17:24:33","164"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","12","0","12","257","466","1","-260","2017-05-26 17:24:39","165"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","13","0","13","246","973","1","-280","2017-05-26 17:24:47","166"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","1","0","1","1","14","0","14","235","495","1","-300","2017-05-26 17:24:54","167"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","0","0","0","0","15","1","0","235","2901","0","-300","2017-05-26 17:25:13","168"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","0","0","0","0","16","1","1","235","625","0","-300","2017-05-26 17:25:20","169"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","0","0","0","0","17","1","2","235","556","0","-300","2017-05-26 17:25:27","170"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","0","0","0","0","18","1","3","235","413","0","-300","2017-05-26 17:25:47","171"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","0","0","0","0","19","1","4","235","3400","0","-300","2017-05-26 17:25:58","172"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","0","0","0","0","20","1","5","235","682","0","-300","2017-05-26 17:26:04","173"
"A3RIBFIB7C8D20","sp_v1","3MTMREQS4VJW628G7J9VFDBDP5EAWS","0","0","0","0","21","1","6","235","445","0","-300","2017-05-26 17:26:12","174"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","0","0","0","380","3312","1","-20","2017-05-26 17:26:35","175"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","1","0","1","360","798","1","-40","2017-05-26 17:26:43","176"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","2","0","2","340","379","1","-60","2017-05-26 17:26:51","177"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","3","0","3","320","421","1","-80","2017-05-26 17:26:58","178"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","4","0","4","300","243","1","-100","2017-05-26 17:27:05","179"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","5","0","5","280","350","1","-120","2017-05-26 17:27:12","180"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","6","0","6","260","565","1","-140","2017-05-26 17:27:19","181"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","7","0","7","240","591","1","-160","2017-05-26 17:27:26","182"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","8","0","8","220","295","1","-180","2017-05-26 17:27:32","183"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","9","0","9","200","77","1","-200","2017-05-26 17:27:38","184"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","10","0","10","180","291","1","-220","2017-05-26 17:27:44","185"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","11","0","11","160","358","1","-240","2017-05-26 17:27:51","186"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","12","0","12","140","876","1","-260","2017-05-26 17:27:58","187"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","13","0","13","120","1190","1","-280","2017-05-26 17:28:06","188"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","1","1","1","1","14","0","14","100","523","1","-300","2017-05-26 17:28:13","189"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","0","1","0","0","15","1","0","100","1220","0","-300","2017-05-26 17:28:29","190"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","0","1","0","0","16","1","1","100","312","0","-300","2017-05-26 17:28:35","191"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","0","1","0","0","17","1","2","100","317","0","-300","2017-05-26 17:28:41","192"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","0","1","0","0","18","1","3","100","216","0","-300","2017-05-26 17:28:47","193"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","0","1","0","0","19","1","4","100","320","0","-300","2017-05-26 17:28:53","194"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","0","1","0","0","20","1","5","100","442","0","-300","2017-05-26 17:29:00","195"
"A1F9KLZGHE9DTA","sp_v1","384PI804XS27Y8TPVC21TIWFA660SC","0","1","0","0","21","1","6","100","1156","0","-300","2017-05-26 17:29:07","196"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","0","0","0","389","9329","1","-20","2017-05-26 17:30:04","197"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","1","0","1","378","1748","1","-40","2017-05-26 17:30:15","198"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","2","0","2","367","1225","1","-60","2017-05-26 17:30:26","199"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","3","0","3","356","1226","1","-80","2017-05-26 17:30:34","200"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","4","0","4","345","260","1","-100","2017-05-26 17:30:43","201"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","5","0","5","334","2070","1","-120","2017-05-26 17:30:54","202"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","6","0","6","323","3338","1","-140","2017-05-26 17:31:03","203"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","7","0","7","312","1561","1","-160","2017-05-26 17:31:12","204"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","0","0","0","390","2421","1","10","2017-05-26 17:31:13","205"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","8","0","8","301","478","1","-180","2017-05-26 17:31:19","206"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","1","0","1","380","1000","1","20","2017-05-26 17:31:21","207"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","9","0","9","290","3778","1","-200","2017-05-26 17:31:29","208"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","2","0","2","370","823","1","30","2017-05-26 17:31:29","209"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","3","0","3","360","391","1","40","2017-05-26 17:31:36","210"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","10","0","10","279","1331","1","-220","2017-05-26 17:31:37","211"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","4","0","4","350","413","1","50","2017-05-26 17:31:43","212"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","11","0","11","268","1035","1","-240","2017-05-26 17:31:45","213"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","5","0","5","340","56","1","60","2017-05-26 17:31:49","214"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","6","0","6","330","176","1","70","2017-05-26 17:31:55","215"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","12","0","12","257","1569","1","-260","2017-05-26 17:31:55","216"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","7","0","7","320","54","1","80","2017-05-26 17:32:01","217"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","13","0","13","246","1067","1","-280","2017-05-26 17:32:06","218"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","8","0","8","310","554","1","90","2017-05-26 17:32:08","219"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","1","0","1","1","14","0","14","235","1108","1","-300","2017-05-26 17:32:13","220"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","9","0","9","300","56","1","100","2017-05-26 17:32:14","221"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","10","0","10","290","119","1","110","2017-05-26 17:32:20","222"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","11","0","11","280","16","1","120","2017-05-26 17:32:26","223"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","12","0","12","270","92","1","130","2017-05-26 17:32:31","224"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","0","0","0","0","15","1","0","235","1479","0","-300","2017-05-26 17:32:35","225"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","13","0","13","260","415","1","140","2017-05-26 17:32:38","226"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","0","0","0","0","16","1","1","235","1039","0","-300","2017-05-26 17:32:43","227"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","1","0","1","0","14","0","14","250","174","1","150","2017-05-26 17:32:44","228"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","0","0","0","0","17","1","2","235","444","0","-300","2017-05-26 17:32:50","229"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","0","0","0","0","18","1","3","235","1416","0","-300","2017-05-26 17:32:57","230"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","0","0","0","1","15","1","0","230","2113","1","139","2017-05-26 17:32:58","231"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","0","0","0","1","16","1","1","240","189","0","129","2017-05-26 17:33:04","232"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","0","0","0","1","19","1","4","215","2790","1","-311","2017-05-26 17:33:10","233"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","0","0","0","1","17","1","2","250","176","0","119","2017-05-26 17:33:10","234"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","0","0","0","1","18","1","3","260","6","0","109","2017-05-26 17:33:15","235"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","0","0","0","0","20","1","5","215","2296","0","-311","2017-05-26 17:33:18","236"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","0","0","0","1","19","1","4","270","181","0","99","2017-05-26 17:33:21","237"
"A3QAHF4UUBM7ZO","sp_v1","3AZHRG4CU4L3ER8A5X10LAO3IQ730N","0","0","0","0","21","1","6","215","404","0","-311","2017-05-26 17:33:25","238"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","0","0","0","1","20","1","5","280","620","0","89","2017-05-26 17:33:27","239"
"A2BW6WD7LZ9EGV","sp_v1","39JEC7537U27KS591N0QZ6INIZYCVN","0","0","0","1","21","1","6","290","9426","0","79","2017-05-26 17:33:43","240"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","0","0","0","390","6361","1","10","2017-05-26 17:35:31","241"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","1","1","0","1","370","2905","1","-10","2017-05-26 17:35:42","242"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","2","0","2","360","1761","1","0","2017-05-26 17:35:53","243"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","3","0","3","350","2280","1","10","2017-05-26 17:36:05","244"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","4","0","4","340","1756","1","20","2017-05-26 17:36:14","245"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","5","0","5","330","1758","1","30","2017-05-26 17:36:30","246"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","6","0","6","320","2450","1","40","2017-05-26 17:37:09","247"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","7","0","7","310","1474","1","50","2017-05-26 17:37:21","248"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","1","8","0","8","290","1417","1","30","2017-05-26 17:37:30","249"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","1","9","0","9","270","4794","1","10","2017-05-26 17:37:47","250"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","10","0","10","260","2320","1","20","2017-05-26 17:37:56","251"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","11","0","11","250","1268","1","30","2017-05-26 17:38:05","252"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","1","12","0","12","230","1487","1","10","2017-05-26 17:38:13","253"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","1","13","0","13","210","1423","1","-10","2017-05-26 17:38:22","254"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","1","1","1","0","14","0","14","200","1949","1","0","2017-05-26 17:38:32","255"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","0","1","0","0","15","1","0","200","3485","0","0","2017-05-26 17:38:50","256"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","0","1","0","0","16","1","1","200","2179","0","0","2017-05-26 17:38:59","257"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","0","1","0","0","17","1","2","200","376","0","0","2017-05-26 17:39:05","258"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","0","1","0","0","18","1","3","200","333","0","0","2017-05-26 17:39:12","259"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","0","1","0","0","19","1","4","200","364","0","0","2017-05-26 17:39:18","260"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","0","1","0","0","20","1","5","200","326","0","0","2017-05-26 17:39:24","261"
"A2AMQX0BQZXG9N","sp_v1","3OF2M9AATGP6CAM7UX6R8V8RBJCKZ7","0","1","0","0","21","1","6","200","371","0","0","2017-05-26 17:39:30","262"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","0","0","0","0","390","3768","1","10","2017-05-26 17:43:47","263"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","0","1","0","1","380","2297","1","20","2017-05-26 17:44:03","264"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","2","0","2","360","1670","1","0","2017-05-26 17:44:13","265"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","3","0","3","340","629","1","-20","2017-05-26 17:44:23","266"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","4","0","4","320","947","1","-40","2017-05-26 17:44:33","267"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","5","0","5","300","1008","1","-60","2017-05-26 17:44:41","268"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","6","0","6","280","3294","1","-80","2017-05-26 17:44:51","269"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","7","0","7","260","4426","1","-100","2017-05-26 17:45:03","270"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","8","0","8","240","455","1","-120","2017-05-26 17:45:12","271"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","9","0","9","220","430","1","-140","2017-05-26 17:45:19","272"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","10","0","10","200","688","1","-160","2017-05-26 17:45:29","273"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","11","0","11","180","1044","1","-180","2017-05-26 17:45:37","274"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","12","0","12","160","564","1","-200","2017-05-26 17:45:44","275"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","13","0","13","140","970","1","-220","2017-05-26 17:45:56","276"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","1","1","1","1","14","0","14","120","590","1","-240","2017-05-26 17:46:05","277"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","0","1","0","0","15","1","0","120","2905","0","-240","2017-05-26 17:46:26","278"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","0","1","0","0","16","1","1","120","669","0","-240","2017-05-26 17:46:35","279"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","0","1","0","0","17","1","2","120","1157","0","-240","2017-05-26 17:46:43","280"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","0","1","0","0","18","1","3","120","733","0","-240","2017-05-26 17:46:51","281"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","0","1","0","0","19","1","4","120","1338","0","-240","2017-05-26 17:46:59","282"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","0","1","0","0","20","1","5","120","1061","0","-240","2017-05-26 17:47:07","283"
"A3843S9LWPDN2K","sp_v1","326O153BMIZ0N9P16T6RJ8CJ346DEH","0","1","0","0","21","1","6","120","1184","0","-240","2017-05-26 17:47:15","284"
"A2PBRGT71DUYOY","sp_v1","3DBQWDE4Y6Z9D2NLKMRRBJI04F95NQ","0","0","1","0","0","0","0","400","7759","0","0","2017-05-26 17:49:12","285"
