"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A1MN2PWAV10VAB","sp_v2_s","3OS4RQUCR9GZEQRDN8ZR609JCPAFB5","Female","88","42257","331307","To play fairly.","2017-05-30 00:29:26","485"
"A20HZD952T4B2O","sp_v2_s","3YHH42UU5BGKUVYZB350HWIKIHZL0U","Male","92","270870","626630","I selected the fair choice of the two, which neither of us get anything.","2017-05-30 00:30:05","486"
"A21H2UDDHN8ZF","sp_v2_s","3ZY8KE4ISJ4BETFS651LJB74MJZVQL","Female","97","84785","442130","I figured if I kept thinks even, as in no one gaining or losing that I would earn the most points","2017-05-30 00:32:20","488"
"A1RMNDB0IKR4M0","sp_v2_s","3BXQMRHWKZZKGZS09MKZ6GLGYBTUM8","Female","76","63091","402878","I didn't take away any from the player or add to mine. I did this so others wouldn't steal from me and also because I like to be fair.","2017-05-30 00:35:42","493"
"A24Z8V5IV2VJ8F","sp_v2_s","31T4R4OBOSH5924DJPXATS2KWMS7C1","Female","98","41369","349283","I found the study to be pleasant. I had no issues understanding the task. My strategy was to be fair and avoid losing as much as possible. ","2017-05-30 00:40:24","498"
"A26TY8FHMJ183C","sp_v2_s","3AWETUDC92TF6FWJUULFVFTEJKOZIM","Male","95","123743","649365","I wanted to maintain my level of points after seeing that people were willing to spend points to decrease mine","2017-05-30 00:40:37","499"
"A2CYD8QD1JO0O5","sp_v2_s","3F6HPJW4JD171ZDCU4GG9VSFDMNW2I","Male","97","42618","318840","No real choice since there isn't an option to gain more points than you can lose. I just went with the one that didn't reduce my points any further.","2017-05-30 00:44:24","502"
"A20J7F7PKEZZV2","sp_v2_s","3ATTHHXXWAPQ1KW4TCXUYUD3BKQXIN","Female","57","84428","1035868",,"2017-05-30 00:44:48","503"
"A1C6NTK19FBQO0","sp_v2_s","3N4BPTXIO8TPQBSXOA7JR3TC96YKUT","Male","81","30378","232618",,"2017-05-30 00:45:32","504"
"A1A2X0T1XE8K89","sp_v2_s","34T446B1C0FRRR4TYQC1EDSXO8M0CU","Male","97","38559","294562",,"2017-05-30 00:45:36","505"
"A3CJRJ5F32AVL4","sp_v2_s","3DZQRBDBSLG3F0SMEZKKVGUMDNRS3A","Male","30","104781","660693","lose and make points","2017-05-30 00:49:34","509"
"A87D3K9YVKTQ7","sp_v2_s","3WYGZ5XF3WG9BY0TZ5CJC2BOO9DSKL","Female","82","117404","474442","no, it was to get the most points for both of us.","2017-05-30 00:49:35","510"
"A32QJF67JMJFKX","sp_v2_s","35L9RVQFCOJYOLRPIP4MEBDKHPUUHZ","Male","97","127528","375050","To try to be stern, but fair. I wanted to dissuade people from stealing from me. I was content with the 100 to start. ","2017-05-30 00:49:42","511"
"A17N0KYF6TCBLP","sp_v2_s","32EYX73OY0ABDF5SEUGGSFFQ4YSURW","Female","92","62430","301826","to keep it even","2017-05-30 00:58:40","521"
"A49HPQ9P5AHU4","sp_v2_s","3FPRZHYEPY8J7S9Q8UPP63ETCRN3VS","Male","71","69677","421637","Basically, when I was player Y, I always chose to punish the guy who was player X and took money away from me. When I was player X, I tested the other players to see if they would punish me, and if so (they both did) I picked the 0/0 option. If they had not punished me, I'd have chosen the +1/-1 option.","2017-05-30 00:59:48","522"
" AJI76D4U5WGBZ","sp_v2_s","3TMSXRD2X610CEVGB0G24CIALGA1W7","Female","94","114767","537422","I always picked the choice that was fair for me and the other person. ","2017-05-30 01:01:56","523"
"AR75XTT2KAUL2","sp_v2_s","3WS1NTTKEYDYU3O3PS22MJD0LLFF0L","Male","78","84229","410938","I punished the first person more because they were greedy. All the others we just picked 0.","2017-05-30 01:10:35","526"
"A3L0DCUXI7X3A9","sp_v2_s","3H7XDTSHKCSXGTLJTJ15BZMGN5UWG3","Male","93","182487","576265","I tried to minimize the amount I lost by choosing a zero sum choice.","2017-05-30 01:11:21","528"
