"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A3J84UA7THFJGI","sp_v3_pilot1","3I3WADAZ9Q5RVNNXL1R4Q8I5WABO5T","Male","39","68036","813650","My strategy when going first was to offer an olive branch, so to speak; I would rather us both keep what we had than be greedy, and lose more than we needed to. If they chose to choose to take money from me , I would then change my strategy to take from them.  If I went second, I would judge the opponents intentions based on if they would take money from me for them to profit, and choose according to whether or not i believed they would take from me in the subsequent rounds","2017-06-21 13:48:24","909"
"A2REJHHCX9OHFI","sp_v3_pilot1","3UXUOQ9OKEYHGN7FZB1JNXCWYZ37AT","Female","92","67459","488751","to lose the least amount of points. I realized i was losing more money by doing option A but if i did option B the other person chose option D","2017-06-21 13:50:26","910"
"A3DS5B06ZCD3E3","sp_v3_pilot1","3WI0P0II61TPWDU6SZQRIFB2KETRDD","Male","97","82031","582966","I figured that there was no reason to take money from my partner so I decided that the 0/0 route was the best way to go. When my second partner got greedy on the first turn I went and did the -3/-1 option to let them know I was not going to let that stand.","2017-06-21 13:53:39","911"
"AJWES6SFIP3AT","sp_v3_pilot1","30BUDKLTXDW5JWA8RNO8LWORS85E5F","Male","111","137323","699263","I figured out who would likely do nothing and who would actively work against me, and when.","2017-06-21 13:54:05","912"
"A125FN8IYVB93O","sp_v3_pilot1","3B1NLC6UGZX7WKOIHXNAJ5EKWOLGPK","Female","38","195479","891693","No. I did not have strategy.","2017-06-21 13:55:01","913"
"AHZ7C7ETHYX3N","sp_v3_pilot1","3QRYMNZ7FYIBY4YBLI9PEZOEM3STNA","Male","46","67521","533023",,"2017-06-21 13:55:34","914"
"A33L61XKPX76DB","sp_v3_pilot1","3DIP6YHAPCTO6ETAPLVBXGYIUY6E8H","Male","90","150997","1054146","My strategy was to get as many points as I could so I would only deduct points every once in a while because I didn't want to lower my own points.","2017-06-21 13:57:27","915"
"AY7WOX4UCIBU2","sp_v3_pilot1","3PEIJLRY6TU82FG9IT19ZLMBSBKWXN","Male","105","76867","486126","None","2017-06-21 13:58:46","916"
"A28SYXQL3YOKVL","sp_v3_pilot1","3OHYZ19UGC6O1TZEGXILYJYROOCOAZ","Male","38","115995","601690","i just wanted everyone to get the biggest bonus available ","2017-06-21 13:58:48","917"
"A1MTRZDRKNB9GV","sp_v3_pilot1","3F1567XTNW6DHM2P34WPRTI7X7D9QE","Female","112","120988","707929","I think its better to gain than lose ","2017-06-21 13:59:27","918"
"A2JZUSRBP6H5S","sp_v3_pilot1","337RC3OW0530NWZFE0TP2P8AET8VLQ","Male","88","154292","760179","To keep the most amount of points","2017-06-21 14:00:44","919"
"AEF74ZYJTTEIA","sp_v3_pilot1","3SBEHTYCWN4F1PMEY8JWH8KCF6GYIO","Male","76","55539","444703","With the first person, I tried to punish their greed but it did not work. I then figured I was only hurting myself.","2017-06-21 14:01:05","920"
"A2OVWCQ4B9AHFY","sp_v3_pilot1","3DI28L7YXAF6VE9PQ0MWI6BAGS0E1X","Male","106","76004","832240",,"2017-06-21 14:01:09","921"
"A25AX0DNHKJCQT","sp_v3_pilot1","37W3JXSD669X2K6JNPNBIZTKUHEWYT","Female","48","155593","776462","I figured that if we both chose to do nothing we would end up with the same points at the end. It worked with the first two players but the third player kept gaining points and making me lose points. I started taking points back but then stopped because my points were going down faster if I did that.","2017-06-21 14:01:11","922"
"AFYN9EPN2X2SO","sp_v3_pilot1","3VAR3R6G1P2AI56ZJZY72SSWY0CO8V","Female","85","77071","651667","try to lose as few points as possible but also not take from my partner","2017-06-21 14:03:08","923"
"A2XM2MNPSM2PIY","sp_v3_pilot1","3JV9LGBJWTFPBKCH2XAVU59UMJPGO3","Male","107","120320","826043","My strategy was to try and keep as many points as I could. I wasn't expecting to get more than a dollar so I tried to just keep what I had!","2017-06-21 14:05:04","924"
"A28T38MOUG43YD","sp_v3_pilot1","3HMIGG0U4L7MCJA1PM754JQYCABY8G","Male","39","54968","535474","If they took my points i took theirs, pretty basic","2017-06-21 14:06:05","925"
"A1GXFMAC759VRM","sp_v3_pilot1","3STRJBFXOWSAQYD8O5H9M77AS8NTK5","Male","100","77359","469481","To minimize losses for both of us","2017-06-21 14:06:54","926"
"A163J5TEJBO43B","sp_v3_pilot1","3VFJCI1K4Z0S8X4XUPRZO0EZX69GRC","Female","37","102537","527819","My strategy was to pick the 0 - 0 option unless my partner picked the one that would subtract from me.","2017-06-21 14:07:53","927"
"AIZAG6Z43BB2I","sp_v3_pilot1","3XC1O3LBOSNLA4VQ95TA17KPH8STL8","Male","100","17393","570866",,"2017-06-21 14:09:24","928"
"A3O2NOP1NUWCWL","sp_v3_pilot1","36AHBNMV1RDYTE6S6UILQB4ZN18DY1","Male","75","50252","681243",,"2017-06-21 14:09:26","929"
"A2EEUQ0YY2XIU","sp_v3_pilot1","39OWYR0EPKSVRYKOX0DBEB7KZEOYFX","Male","93","54308","898214",,"2017-06-21 14:13:00","930"
"A3D2U4QF7821ZW","sp_v3_pilot1","3HRMW88U16R40DGKBF6FH9X9K2LM0R","Male","94","58454","537841","To try to be as fair as possible","2017-06-21 14:13:48","931"
"A2SVNXNMD7E7EH","sp_v3_pilot1","3NXNZ5RS1AY3B4XA75NJR21CSHL79E","Male","76","53929","480895","If we will punish people.","2017-06-21 14:15:09","932"
"AXKTYKCT9NGHS","sp_v3_pilot1","3UN61F00HWQUS0FDDT88K3NA7XVR55","Female","89","103356","632401","I tried to keep it as fair as possible! I didn't want to take any points from anyone else just to gain points for myself, so I didn't.","2017-06-21 14:15:14","933"
"A58QOLDFC179Q","sp_v3_pilot1","3VD82FOHKQPCU8WC0BEC4EOFORXOC1","Male","85","82698","644781","I was trying to get more money for myself or try not to go negative for myself or sometimes for my partner too.","2017-06-21 14:15:39","934"
"A3SHLGG66PJXEB","sp_v3_pilot1","34YB12FSQYP1BHR5PHVI21KPRJAGMO","Female","67","74439","588562","no comment. My strategy was to get as many points or if not possible to cause negative points to the other player.","2017-06-21 14:17:38","935"
"AKLV0WIZZ356X","sp_v3_pilot1","3WOKGM4L71HS0G1WOVLS9DMEF20O08","Female","57","39391","497908","Just to retain as many points as possible.","2017-06-21 14:17:45","936"
"A1G452MFAS690B","sp_v3_pilot1","3BWI6RSP7GAK60ORFG35JG2NJE0E7U","Female","120","61759","490486",,"2017-06-21 14:18:05","937"
"A1TSVP4XC9NTR4","sp_v3_pilot1","3O6CYIULED2GLBMEDOQMFEN7YT3UWT","Male","100","120660","903931","I wanted to be fair and equal but see if I could get away with a little self interest here and there. When I was not punished, I went back to equal outcome again.","2017-06-21 14:18:55","938"
"A1ZZ7YO3YASNIP","sp_v3_pilot1","31EUONYN2V48TH2CRS9HU6C49YDVO7","Female","118","427608","2765096","N/A","2017-06-21 14:19:00","939"
"A1IQV3QUWRA8G1","sp_v3_pilot1","3QBD8R3Z21K9Z4JX7W8ULGCRWEGO4O","Female","103","43983","513872","I did what they did","2017-06-21 14:20:01","940"
"A267GLM78AMQ75","sp_v3_pilot1","3VA45EW49NOS75MEKEPSNI5OKU6O1B","Male","100","52776","465969","Did not want to take points away from the other player.","2017-06-21 14:22:17","941"
"A1VC85P4XYKS4D","sp_v3_pilot1","3WMOAN2SRBYQBW20QD94FHCZJO8VNS","Female","90","33550","474291","get money","2017-06-21 14:22:57","942"
"Your Worker ID: AH4S22PWE826G
","sp_v3_pilot1","31JLPPHS2UVOH80T7I3BBBKLIEKO33","Female","97","49207","536674","I was losing more when I chose more selfish answer, so I started picking only the one where no one lost.","2017-06-21 14:24:08","943"
"A2CJY4787IR70K","sp_v3_pilot1","3EA3QWIZ4IWJK3NKO2WX9RSX04YTIU","Female","55","69903","689949","Trying to minimize my loss while trying to punish the other player into stopping taking my points","2017-06-21 14:24:40","944"
"A1L3937MY09J3I","sp_v3_pilot1","33NF62TLXJ3GCVH3CB35K1K1U6WJKQ","Male","49","48322","468939","Once I realized that I was not playing against other people, but a computer, I just tried to maximize my payout. I think it's underhanded to have the last ""person"" set to just do what is possible to lower the bonus payout of the actual workers.

Game theory fails if you are playing against a preset command list.","2017-06-21 14:26:46","945"
"A240OTT1T85UGT","sp_v3_pilot1","3BDCF01OGXVHRQUKJBG99OC4WAALYP","Male","97","151410","597395","might as well play nice","2017-06-21 14:36:22","946"
"A3PPDYVZ2LQZ1E
","sp_v3_pilot1","3K5TEWLKGVCYXVR9TXWCA9GIXPEVIC","Female","17","127439","718209","I would have rathered lost 2 points then lost 3","2017-06-21 14:38:34","947"
"A36DDHDQ56N60C","sp_v3_pilot1","31LM9EDVOLTHK1269OVLCT15O11JNV","Female","40","53257","620845",,"2017-06-21 14:48:03","948"
