"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A1X0H6VAK3AQE9","sp_v3_real2","31UV0MXWNQDHZ1CUN6EZ6BMJK1X5I0","Male","-2","88479","540245","No strategy other than to be fair.","2017-06-21 18:15:45","981"
"A3I3ZSEADKVJ45","sp_v3_real2","33SA9F9TRXVZWFPSNOBHBW14C5UEWH","Female","126","81781","523139","There really wasn't much of a strategy to have. I felt the path of the game was very linear.","2017-06-21 18:15:47","982"
"A1FJKYOF7F7AQF","sp_v3_real2","382M9COHEHGM4B0NSOWGT8G7RPJEUI","Female","121","104185","582815","to make as much as possible without hurting the oter person","2017-06-21 18:15:53","983"
"A24F1UPER626KR","sp_v3_real2","3Z7EFSHGN9FZOHA41218NRF80VMXCZ","Male","115","94801","544598","I tried to pick the ""no change"" options most of the time to maximize bonus. The only time I didn't was when I was player Y and player X decided to penalize me for no reason.","2017-06-21 18:16:25","984"
"A2XKVB8BRQBL73","sp_v3_real2","3X65QVEQI0O4ONTFNJYKCXKLTMDCLT","Female","78","84310","594891","I just reacted to the other person. The first guy was selfish so I punished him for it. ","2017-06-21 18:16:28","985"
"A5ET25WTBJC0J","sp_v3_real2","3L4D84MILZTPA5GV6Q0879492PDHJ5","Male","99","80820","554014","i tried to be fair and not take points away from others. ","2017-06-21 18:16:30","986"
"A38VMTKS30TQZB","sp_v3_real2","3FE7TXL1LIO2H2HQIVHAH6ATR1N2QZ","Male","120","206931","654446","Strategy was to be fair.","2017-06-21 18:16:42","987"
"A189V9652OVX56","sp_v3_real2","3KGTPGBS6XMU9VO7Z41FR77IUMT2U4","Female","115","89885","597853","I just tried to keep things as equal as possible and not try to take from the other person.","2017-06-21 18:16:42","988"
"A2WZBF5HUJGT5Z","sp_v3_real2","3JC6VJ2SABK2TJTWBIMMPDY07TS5AW","Male","42","61995","580903","I should have just selected option D for the last guy, but my anger boiled over and I let myself go on with option C thinking he would change his mind as he loses lots of money","2017-06-21 18:17:06","989"
"A190IBYOQFSPHS","sp_v3_real2","3Q5ZZ9ZEVOGOAV0HEK28TMS5H5S58S","Male","100","79377","630595","My strategy was to just have nothing happen.  As Y it would have just been pure revenge to take points from Sam and I would have lost points too.  Do nothing was my strategy.","2017-06-21 18:17:06","990"
"A1GRPIBHW72HDU","sp_v3_real2","3JJVG1YBEBY7CTYOHWMIKOI6PBD5BR","Male","79","99650","592245","I was trying to maximize the number of points for myself. In the round that I was player X, I tried to be somewhat fair and give some zeros but I did add points to myself as well quite a few times.","2017-06-21 18:17:07","991"
"A1II7QH6CPLW1F","sp_v3_real2","3LBXNTKX0RWXQJ31PIRHL1E0UAJX9I","Male","16","69189","469642","i wanted to spite thr first player, then i just wanted to make money on the second, on the third i realized i would make more if i didnt take from the other player
","2017-06-21 18:17:09","992"
"A118Y4ND7AFS2J","sp_v3_real2","3AZHRG4CU4L3ER8A5X10LAO3KBP30D","Female","40","60279","639802","i didnt take money if they didnt. it was fun","2017-06-21 18:17:10","993"
"A3DHJKFQBKI7QC","sp_v3_real2","3WMINLGALB4NS42BQS9U3J4AZAEAC9","Male","31","81106","673083","The most profitable strategy would have been if each person chose zero, but obviously some people can't think beyond their own selfishness and attempted to harm their partner while trying to benefit themselves. ","2017-06-21 18:17:16","994"
"AXAE6TVUBSQ9N","sp_v3_real2","3K772S5NP8CHZPU3SPPHATRHXHHHEK","Male","117","86695","654763","I adopted the ""tit for tat"" strategy that I've read about in recently in a evolution/adaptation/interaction AI study. Essentially: start by being positive, but respond negatively if treated negatively, respond positively if treated positively. Invariably.","2017-06-21 18:17:21","995"
"A2X0INESXSR699","sp_v3_real2","3CCZ6YKWR7KOO0JRJC8MTING1BA59H","Female","114","87162","583270","My strategy was to have as much benefit to both players in the game. ","2017-06-21 18:17:22","996"
"A11F4IUH4FLJTH
","sp_v3_real2","3JMSRU9HQIVMHQPNXE6LPUIQ5WSEV7","Female","90","63839","568349","Fun. If the other person wants to work together than I work with them. If they want to work against me, I penalize them. Working together is best for this activity. ","2017-06-21 18:17:30","997"
"A1RE9OEQ7QFTLI","sp_v3_real2","3TXMY6UCAEPFFK9SFO6GTJJF3S0CQI","Female","120","122335","596615","It was fun, thank you! My strategy was to not make the other player angry so they wouldn't reduce mine. ","2017-06-21 18:17:44","998"
"A2E746SZEOVYXS","sp_v3_real2","3I7DHKZYGN1XPAA4MY8E3E9R4955F9","Male","93","130047","654042","I always chose what was the best option for myself.  Given that it was to alternate between x and y I assumed the other players would have similar circumstances and would always choose what was best for them.  Other than 1 turn where Ryan 'punished' me, this was an optimal strategy for all players.","2017-06-21 18:17:51","999"
"A3FJE9AUW0O41D","sp_v3_real2","3LOZAJ85YDEMQZI249C2BE6MO4A2XW","Female","-23","40492","625150","Were those really real people? Because John was way more stubborn and pigheaded than I'd like to believe a real person would be. I suspected that he might be a bot programmed to steal no matter what, in which case I'd be better off just cutting my losses and choosing D, but because YOU said he wasn't, I kept hoping he'd catch on that stealing was just costing him money.

And my strategy was when I went second, I punished people who stole from me and not people who didn't. When I went first, I tried stealing once because I was desperate because that asshole John bankrupted me, but of course when I stole my partner punished me, so after that I played fair.","2017-06-21 18:18:01","1000"
"A1HXZLVIVK5HJE","sp_v3_real2","35GMH2SV3EIRR6GQW2K7U2OI93VEO5","Male","44","84049","724794","To be fair unless I was treated unfairly.  If I was treated unfairly I was willing to lose any bonus to punish the other player.","2017-06-21 18:18:09","1001"
"AUTNQL1CG22BZ","sp_v3_real2","3IO1LGZLK9YKTZ0VJ3CDLS65D0386B","Female","120","46506","498203","No point in making anyone lose points. ","2017-06-21 18:18:17","1002"
"A1H2E85EW10IO3","sp_v3_real2","37M28K1J0QEA0I8H0KQGQNH5PUNAJN","Male","165","75329","677526","When in X, take A first and see what my partner would do and then adjust if he penalized me.  When in Y, penalize my partner for choosing A.","2017-06-21 18:18:22","1003"
"A2MW2KLUNJ5SF8","sp_v3_real2","3QAVNHZ3EM5GV8WH352T62UXTJSALP","Male","57","56489","540113","Just to be fair","2017-06-21 18:18:24","1004"
"A2O9DCJ35SXHXI","sp_v3_real2","3Q8GYXHFEP3QMYQUVWIDV8OO7WD5CY","Female","80","79573","645246","I'm still not sure the other person was real.","2017-06-21 18:18:35","1005"
"A3JKFYKPYYR0O0","sp_v3_real2","3RJSC4XJ10V6S6VEJGPT07MNY7G050","Female","27","123451","697889","I had no real strategy except to see if my response had an impact on the other players.","2017-06-21 18:18:37","1006"
"A1QVNF19XSRSD7","sp_v3_real2","3HQUKB7LNFFTJZL5IQXNVWOUPX9HH0","Male","54","290291","745596",,"2017-06-21 18:18:39","1007"
"A1O0DVNTMUGRLK","sp_v3_real2","35H6S234SA116HHTL55A98WEBA2566","Male","118","181782","686233","Not cause anyone to lose money and I won't lose bonus money","2017-06-21 18:18:49","1008"
"A2XTKDNUT24SE1","sp_v3_real2","39K0FND3AHG01QE23H386F9MTOIAMR","Male","88","96203","776824","My strategy was to click the 0 to 0 option to preserve as many points as possible. On the first, I was Y, so when Role x kept deducting points, I clicked option D 8 times and option C twice to ensure that the other person was penalized for deducting from me. clicking C twice set them back 10 points to make up for the 10 points they took away from me. In the second study, I was role X. There, I took none and received none to give the other person incentive to not penalize me, (but if they did at any point, I would have started picking A), and in the third round, the individual clicked 0 points both ways so I matched it by clicking option D","2017-06-21 18:19:11","1009"
"AR22D9E55HQBF","sp_v3_real2","3ZPBJO59KP2C7JG3WUEX4B9WX5GHDR","Female","0","43611","535456","First off, this was clearly rigged. Obviously there was no ""other turker."" You promised a bonus and then made sure no one could get one unless they were fine with being stolen from. That's not cool. I should have just pressed D so I'd have something left, but I bet if I did I'd still be left with nothing. ","2017-06-21 18:19:17","1010"
"A34930YXVQ8SUT","sp_v3_real2","3Q5C1WP23M26ZVGWFZTTEC5X3ZM518","Male","60","70560","825690","No comment. I just chose Option B or D the entire experiment to lessen my earnings loss.","2017-06-21 18:19:23","1011"
"A2WCDQDLMC6J72","sp_v3_real2","3SNVL38CI4TT4HBX2JMJXX764M8CKQ","Male","116","73471","610457","i just did what was most fair","2017-06-21 18:19:30","1012"
"A27ZE20JZ3VDUP","sp_v3_real2","3WS1NTTKEYDYU3O3PS22MJD0N1UF0Y","Male","91","87581","511371","I had none, never had a chance to earn a bonus.","2017-06-21 18:19:48","1013"
"A2XMO68T3BJFFA","sp_v3_real2","3FTYUGLFSUM0RQW8VSDOFE66SWP5DY","Male","110","64425","515807","To see if I could break the other person when I was X. It didn't work lol","2017-06-21 18:20:05","1014"
"AFOBK6GQC2TJZ","sp_v3_real2","3LRKMWOKB5IBVUIH5R0N8ZMXW482ZT","Female","82","103711","767682","My strategy was to not affect anyone else, and just let them do whatever they wanted. So I always picked 0. ","2017-06-21 18:20:22","1015"
"AHUKCHMKUJHQQ","sp_v3_real2","39ZSFO5CA8XUFRMF6P77QOTZWXFJU8","Female","94","130596","777872","I did what was morally right.  It's not right to prosper by hurting someone else.  Likewise, when encountering someone who is willing to prosper by hurting someone else, if they did not respond to punishment (loss of three) then it wasn't worth hurting myself (also receiving lose of three) to keep punishing them.","2017-06-21 18:20:25","1016"
"A10GJ2FOR16B2I","sp_v3_real2","3RSDURM96AN3LKKS2PT5WTMKNDUEYG","Female","118","71513","840727","When I was X I did an initial test to see how the other would react to stealing and then didn't steal afterward as I had been punished. As Y I had no reason to punish as I was never stolen from.","2017-06-21 18:20:35","1017"
"A2WOU3CII8ER24","sp_v3_real2","3TE3O8573092T3WQVA6AMWKYNNP2R0","Female","101","52414","892362","I based what I did off of the other person","2017-06-21 18:20:51","1018"
"A2ORPKVJKI0EIO","sp_v3_real2","3PQ8K71NHXLZZP5D6ED3XOEMZ7TAA7","Male","112","43667","368024","I always selected 0. I know that I'm not playing against real people.","2017-06-21 18:21:01","1019"
"A1BAPMRIU7SGSP","sp_v3_real2","3TAYZSBPLL9EUIW3AZ6FC6PU9P82SO","Female","120","103041","633391","go with 0 because the other option would almost guarantee that I would lose points","2017-06-21 18:21:06","1020"
"A2HOUSKURBF8UA","sp_v3_real2","34T446B1C0FRRR4TYQC1EDSXQO20C8","Male","110","95022","616709","my strategy was to try to work together with my partners so we could keep the money we were allotted at the beginning of the game.","2017-06-21 18:21:08","1021"
"A9WIOFVRSYW3L","sp_v3_real2","3GNCZX450IO6MTBFVXV0NJ3HYTTAPN","Female","134","108962","727011","I wanted to earn more points, but I understood it is almost impossible. Player Y was not motivated at all, the decision between 0 and minus... But thank you anyway..","2017-06-21 18:21:25","1022"
"A3USP1ZP069KCK","sp_v3_real2","3Z4XG4ZF48SXCEKRKQL3L5JPA41X8T","Female","14","114127","895585","I was trying to preserve my stash for as long as possible.","2017-06-21 18:21:31","1023"
"AVFHRN0S32V2H","sp_v3_real2","33C7UALJVLZPMDZYDX0WQWFO5PN81D","Male","118","67447","648034","My strategy was to not lose any points. It was obvious if I chose to add points for myself that the other player would choose to remove those points. So it was smarter to just stay at 0 for all my choices.","2017-06-21 18:21:59","1024"
"AVI7K876BV3QL","sp_v3_real2","3CP1TO84PT2DOGYSY3T7JVF2V5052P","Female","65","245873","923762","strategy was to get as many points as i could rather than ""punish"" someone","2017-06-21 18:22:07","1025"
"ALVNLAB9WP9I4","sp_v3_real2","3X4JMASXCMA8HMCNKQG63TMF8320B1","Female","84","245016","859658","I made sure to not take away any money from the other player if it meant that I would also lose","2017-06-21 18:22:15","1026"
"A1HWTTN3JEUNZY","sp_v3_real2","3P59JYT76LLF9I9IZZB5MBLGB8M2TD","Female","110","55537","540374","always chose fairly, not taking anything from anyone until someone took some of mine","2017-06-21 18:22:36","1027"
"A3GEHH49HNJM57","sp_v3_real2","3NJM2BJS4W7UF88DFBRRTET5YWECPR","Female","110","151564","990032","I tried to be as fair as possible.","2017-06-21 18:23:20","1028"
"A22J1U3RTB7TG4","sp_v3_real2","323Q6SJS8IH953UZN09NSBCH9IWHF2","Male","101","89620","633606","No comments except it was a lose lose situation!","2017-06-21 18:23:38","1029"
"AMDPJ713Z3IJL","sp_v3_real2","3EICBYG644XYTX5FKYM7WI7TPX8CJR","Female","60","73786","988042","I chose the option that would give me points.","2017-06-21 18:23:47","1030"
"A9YN0N476F6PR","sp_v3_real2","39ASUFLU6X8ELFUIXT73DFFBL7ZXES","Male","111","156841","784398","I decided it was best to be passive and choose the neutral option since options A or C resulted in a loss.","2017-06-21 18:24:11","1031"
"A36A510EEJ0NOC","sp_v3_real2","3F6HPJW4JD171ZDCU4GG9VSFF242W3","Female","85","76661","603368","If the other person didn't steal points from me, I wouldn't steal points from them.","2017-06-21 18:25:35","1032"
"A1NBHHH443OZPE","sp_v3_real2","3VHP9MDGRNLIOVJJ18VMHKF1WQRCFO","Female","120","95450","638449","No comments. My strategy was to not screw over the person I was playing against so that they had no motivation to do the same to me. ","2017-06-21 18:25:50","1033"
"AAXYYH9MI3PJM","sp_v3_real2","3SB4CE2TJVWBV2D6HO5HHWPK0S1XAX","Male","108","38383","353498","Just avoid losing points.","2017-06-21 18:26:17","1034"
"ALL5YYZDJ4FB2","sp_v3_real2","3LQ8PUHQFLTTFUWPO8F8V8P9PAOHIT","Female","96","60090","1297378","no. to try to give me and my partner losing the least points","2017-06-21 18:28:50","1035"
"A3KT7FHYY6PF2P","sp_v3_real2","3OSWBBLG1EY9T9GI1YWJ7XXQLVZXD0","Male","132","61477","453896","make money","2017-06-21 18:30:01","1036"
"A3EHI7J2E5DSJK","sp_v3_real2","3WAKVUDHUWH1VWLD5GIANYOQ52F7UP","Male","118","71595","784456","i choose to keep my points since i lost point the few times i choose the other option ","2017-06-21 18:30:03","1037"
"A2O4RICIH4QZU9","sp_v3_real2","3GGAI1SQEVZOU5B0NVZZCAZATR3CMV","Female","27","242400","1078960","Keep most of my points.","2017-06-21 18:30:07","1038"
"A13PXTFOXDCKBF","sp_v3_real2","3XIQGXAUMC9TC0F8ALTX75NUZKW7XH","Male","113","121672","547703","My strategy was to make sure that the other person knew that I would deduct points from them if they tried to steal from me. ","2017-06-21 18:31:14","1039"
"AVPKE76DJLWK6
","sp_v3_real2","324G5B4FB39LFA9X794QYR0JPDB07F","Male","114","116731","654595","no to lose points and coax the other player into not taking 4 from me by punishing them","2017-06-21 18:32:12","1040"
"A1K8QNLYYYX21W","sp_v3_real2","3YDGXNSEOZV6ECWH0FJYOUMRH9X84Q","Male","94","39024","940530","enjoyed it! Just did the best I could. ","2017-06-21 18:33:10","1041"
"A3UAO2LYUPO7L6","sp_v3_real2","354P56DE9K4LGJT9GBNA8X62K5U7S9","Male","112","404448","1157677","Nope ","2017-06-21 18:34:46","1042"
"A1AQK667NBERJ1","sp_v3_real2","3907X2AHF06HHQGBII2LH1KJM512P8","Male","118","47125","532141","be fair and try to make the most money as possible. ","2017-06-21 18:35:53","1043"
"AY5OS6NZWVX22","sp_v3_real2","3F0BG9B9MPOIC55IFHFZQJU31QQ7YN","Female","38","127380","909094","I mostly tried to do the right thing while maximizing my own score.","2017-06-21 18:36:36","1044"
"A3DS068PGQ5RBN","sp_v3_real2","30BUDKLTXDW5JWA8RNO8LWORS8Q5ER","Female","80","32188","1482970","I tried to choose the most for me","2017-06-21 18:37:02","1045"
"A1M7LS52Q27AHU","sp_v3_real2","338JKRMM260E9CDRCKNVEA1QC2JAHI","Male","159","31427","1485417","the option that gets me the most points","2017-06-21 18:37:03","1046"
"A3GOKNZGZGHL45","sp_v3_real2","3R0T90IZ1SDO2VFECS14Z5FDX5RCGN","Male","119","62778","508747","I tried to keep it fair and I did experiment once or twice to see how they would react to losing points.","2017-06-21 18:41:15","1047"
"A1E71BVMGWCN8L","sp_v3_real2","3HWRJOOET536PY8J3J1GE7YJ6SYES2","Female","12","91813","698781","With the first person Sam, I was annoyed that he kept taking points for himself so I decided to take them off him. But then it was just hurting me, so I thought switching to 0-0 might persuade him to change his answers, but nope. Got screwed over by that guy! 

Then with Ryan and Josh, I noticed that they were cooperating and were willing to minimize their gains/ability to take from me, so I cooperated and reciprocated as I didn't want to punish them for being nice and doing the right thing, even if it meant I wouldn't earn much.

Fun study! Thanks so much and good luck with your research :)","2017-06-21 18:41:40","1048"
"A335A3K24AK7HK","sp_v3_real2","3L70J4KAZGNXXW8PQO45NPMSKAQAD9","Female","24","89359","1859426","to be fair","2017-06-21 18:43:47","1049"
" A2EPI9A2N9OP3J
","sp_v3_real2","3J2UYBXQQLD2BAVSOZZYSD0NU2R06G","Female","111","274249","1483548",,"2017-06-21 18:45:27","1050"
"AYVTIHKJ6K7W1","sp_v3_real2","39L1G8WVWQS3LGTS1G50ZF7DP3V31G","Male","1","43061","417855",,"2017-06-21 18:46:12","1051"
"AIFL3YN242DXK","sp_v3_real2","3V5Q80FXIXSAA1BOKK5E4YHIH9932X","Female","111","129860","638461","Great study","2017-06-21 18:46:16","1052"
"A217W59SA6LZSR","sp_v3_real2","3VELCLL3GKKY1S9LLB620OWAST0F11","Female","58","102398","886096","No thanks. My strategy was trying to be kind and maybe that would work. ","2017-06-21 18:47:00","1053"
"A228YSXU6H27QT","sp_v3_real2","3OHYZ19UGC6O1TZEGXILYJYROOXAO6","Male","38","45564","430287","Minimize the amount lost by myself. ","2017-06-21 18:47:16","1054"
"A7T06JMP6BTDS","sp_v3_real2","336KAV9KYQTBQ48C95Y4USDVQA42Y2","Male","117","43298","521845","My strategy was to get the most points without being punished and being punished would cost me 6 points so I kept that in mind and used that to decide what to do.","2017-06-21 18:48:22","1055"
"A6U5ZHN5Y953Q","sp_v3_real2","3K4J6M3CXEU09GIGSE5DTAPPX26AGJ","Male","120","113505","625555","I tried to keep the most points while still keeping in line my my partner's actions.","2017-06-21 18:48:48","1056"
"A1BJCRGERW6Z6Y","sp_v3_real2","3SITXWYCNVAGECIYN25DC79QIAMXBS","Male","106","54117","412604","just don't lose any points","2017-06-21 18:52:46","1057"
"A3FT9XM7FC0ANP","sp_v3_real2","3DR23U6WE5F74YLYSJ66OCU58BCETR","Female","116","1689581","2275781","Try to keep as much of the bonus as possible and not take anybody's bonus either","2017-06-21 18:56:34","1058"
"ABNIK627MHQJQ","sp_v3_real2","3OSWBBLG1EY9T9GI1YWJ7XXQLVYXDZ","Female","61","93053","595246","I wanted to not really take away from the other persons' points. However, after most of my points were depleted, I tried to get back some. I did ""punish"" the first person because they always did the one that hurt me. ","2017-06-21 18:58:43","1059"
"A1RHFE4FQRHEQO","sp_v3_real2","3XXU1SWE8MW3YC7VECGA8I29QLH0A6","Male","15","59270","666124","I of course wanted to keep as much of my bonus as I could, but when I was Y and the X person chose A, I had to get them back, and I was willing to burn away all of my bonus if that's what it took to make them pay.  But I was willing to work with X players who chose B and I would choose D, as long as they were willing to play along.  At the time it switched to the next player I only had 15 cents left so at that point it wasn't even about the money, it was about just being respectful towards the other player.  It was a little harrowing being X, knowing that the Y person could choose C and hurt me, but I chose to approach them peacefully by choosing B and it worked, they consistently chose D.  I guess it wouldn't be rational of them to choose C for no reason since it hurts them a little bit too, but there are people out there who are into that sort of thing, I guess.","2017-06-21 18:59:08","1060"
"A5OBJUPZLVOKG","sp_v3_real2","33F859I566EJSMIJIYNR9LLWUK4HBK","Male","120","121184","739737","just make it easy for everyone and pick 0 for everything as long as the other person is doing the same","2017-06-21 19:00:34","1061"
"A1KQWBK5WHCNYQ","sp_v3_real2","3XLBSAQ9Z4DIHVFNB3HI4Q357KU7ZE","Female","181","95984","513295","I just tried to do what would lose or make me the most money.","2017-06-21 19:03:43","1062"
"A3NMQ3019X6YE0","sp_v3_real2","31Z0PCVWUKGMVJ6O5BS0I22OMO87TY","Female","110","45344","416122","fun","2017-06-21 19:09:03","1063"
"AH31QLJ57XC8W","sp_v3_real2","3OLQQLKKNSQDQVPTGPS2M67WA9LEJM","Female","102","71499","687399",,"2017-06-21 19:23:53","1064"
"A61GHYNS1DFT7","sp_v3_real2","3PXX5PX6LXZ4IZA5CSDZSZYSHPEAB2","Male","78","191133","518772","I responded kind with kind.","2017-06-21 19:28:09","1065"
"A209H73TTW9F87","sp_v3_real2","32Q90QCQ1SM81FVBYASENL79PYLEKL","Female","114","618665","1134941","to try and minimize loss","2017-06-21 19:53:35","1066"
