"subject","version","assignmentId","gender","bonus","instructions_time","total_time","comments","timestamp","id"
"A21UA6O7ZFAIQJ","sp_v2","3MD9PLUKKIF7KG7ARAY70NPV5I0NZ6","Male","94","28384","275833","I just tried to get as much bonus as I could","2017-05-29 18:50:27","101"
"A19L8SNH73AX1Z
","sp_v2","39ZSFO5CA8XUFRMF6P77QOTZUGGJU9","Female","68","134116","466817","no particular strategy","2017-05-29 18:50:32","102"
"A2HHWFGVV9UUC5","sp_v2","3WOKGM4L71HS0G1WOVLS9DMEDLMO0U","Female","43","84646","443718","I basically just went with whichever option would help me keep the most points.","2017-05-29 18:50:45","103"
"A25EGRCD2LG0KK","sp_v2","3NLZY2D53PQ8IO3YS1ZFW292VKFQLD","Male","61","145214","463458","The first round I got beat down","2017-05-29 18:50:45","104"
"A1H198MRIM37T1","sp_v2","3QRYMNZ7FYIBY4YBLI9PEZOEKMETNW","Male","70","59307","364102","I'm just doing what I can to get any points at all.","2017-05-29 18:50:48","105"
"A38R7SIVV118KT","sp_v2","3YW4XOSQKQMNKA6BG011MOXD0ZGU1G","Male","38","87798","456981","There couldn't possibly be a strategy every single choice was the same it never changed. Maybe there was a glitch maybe it was your intent who knows. ","2017-05-29 18:50:49","106"
"A39I0RCEOJLFF5","sp_v2","3IHR8NYAM72RK4VYMWL9AGHH42Z4P8","Female","97","69126","455766","In the first round, I went with option B, hoping that this would result in my opponent choosing D.  In round 2, since my opponent started with subtracting points, I responded the same, then followed suit in not taking points to ensure we both had high scores.","2017-05-29 18:50:49","107"
"AVMIXXCHPD291","sp_v2","3Z4AIRP3C6EF1E06L5CO6VWHUHY1XG","Female","86","44704","301376","nothing else I can think to add. No strategy really. When I made the first decision, I wanted to be fair. When I made the 2nd decision, I didn't want to lose points just to punish someone.","2017-05-29 18:50:53","108"
"A1BAEFJ2OG7NJ0","sp_v2","3TXWC2NHNZRPU2H2V8LUMTX8DEK9SP","Female","86","93375","432543","I tried to be fair.","2017-05-29 18:50:55","109"
"ATUY1BTU5BQDE","sp_v2","34PGFRQONOC77VBK1PM88CEWFWRJW8","Male","98","80322","330197","Be fair as possible. When they deducted points from me I did the same to them.","2017-05-29 18:51:02","110"
"A1ANG01DQJZCUZ","sp_v2","384PI804XS27Y8TPVC21TIWFAAPS0V","Male","42","55559","376739","no","2017-05-29 18:51:03","111"
"A2GB0RI43KU4Z","sp_v2","379J5II41OHJLLDTJA4F2LKOCHRELP","Male","94","58064","495518","As X, saw no reason to try to get more at the expense of the other person, especially considering the ability for them to undo it. As Y, after getting shafted twice, despite my nice first gesture, said to myself, ""Ok then"" and knocked a little more off my own to knock X down. After that, went along with not taking anything else, even though that leaves them ahead. No point in costing myself more to try to punish them if I could stay where I was.","2017-05-29 18:51:03","112"
"A30MP4LXV4MIFD","sp_v2","3DR23U6WE5F74YLYSJ66OCU56UDTE7","Male","72","98593","406873","So far my strategy is to play with both options a bit, and see what kind of effects I think I'm getting.

And then make decisions based on my own bottom line.","2017-05-29 18:51:04","113"
" A2UNSF09FWX9S8","sp_v2","3TEM0PF1Q5Y1WJA7YM7CYJAF97G0DA","Male","94","100179","454872","I tried to not punish my opponent and give them a chance to see that.  When my opponent harmed me for several rounds I then reciprocated. When the opponent relented so did I.","2017-05-29 18:51:10","114"
"A2OWVYIPSQB0QP","sp_v2","3SPJ0334214BW06KGQ4WT9ZCQ4RJY7","Female","72","114299","412037","When I was in Role X I chose not to pick option A because the other participant would be likely to retaliate and I would end up with less points.","2017-05-29 18:51:15","115"
"A1E7H04DK5HXDL","sp_v2","39ZSFO5CA8XUFRMF6P77QOTZUGGUJK","Male","50","60208","477398",,"2017-05-29 18:51:19","116"
"A1V3RGWAZUNH7K","sp_v2","3TXD01ZLD4I4C93U3IK3KM4GCJR4U4","Male","93","116687","396206","I just tried to minimize loss for both parties","2017-05-29 18:51:25","117"
"A2S5GPVIUV8RJI","sp_v2","358UUM7WRZ49F4TW1MN5IN16WMCR76","Male","93","32750","455992","i wouldnt take points away if they didnt","2017-05-29 18:51:26","118"
"A8KX1HFH8NE2Q","sp_v2","3WMINLGALB4NS42BQS9U3J4AXTGACB","Male","88","89332","453851","Thanks for the opportunity to participate and good luck with your research.  I used a strategy to minimize losses for both participants - which worked well with Sam.  However, when I switched to Ryan, he started taking advantage of me.  I tried to continue minimizing our losses until it reached a point where I needed to send a message and punish Ryan - at which point he stopped punishing me.","2017-05-29 18:51:31","119"
"A2QCHFSNUU7Y1F","sp_v2","3WSELTNVR334EL4MCE4KST4ELFFTAC","Female","70","88411","400414","I tried to convince Sam to stop using A. With Ryan I just tried not to lose points.","2017-05-29 18:51:32","120"
"AW1NLN3T3APZO","sp_v2","3OVHNO1VE62YY4GX2GK44ID1REYZD0","Female","75","99417","527189","When I was Role Y, It was better to choose option d to decrease the rate of points being taken away. When I was in role x, it was better to get one point even at the expense of my partner. Also knowing that they will eventually figure out that it would hurt them more to go with option C.","2017-05-29 18:51:52","121"
"A4BQE6U2OHZO9","sp_v2","3KJYX6QCM9CUS6BFBFHCMAVI8NPJVY","Male","42","54568","280035",,"2017-05-29 18:51:58","122"
"AT0WMOSQM54F2","sp_v2","3U5JL4WY5KAWTDXP8NVQ4T3K6184XW","Male","96","80528","497035","I stayed neutral unless the other player started to reduce my points. ","2017-05-29 18:52:10","123"
"A17PAQSQ74L915","sp_v2","3AWETUDC92TF6FWJUULFVFTEJJ6ZI2","Male","97","222221","546170","I was afraid to take money from the other person because I thought they would constantly take money from both of us. That I what I would do, so as long as the other person didn't hurt me, I didn't hurt them.  ","2017-05-29 18:52:11","124"
"A26M997VYVK0E6","sp_v2","3MAOD8E57QBIFL7VQSAM329KXI2NX9","Male","57","140105","466712","I didn't have a strategy","2017-05-29 18:52:16","125"
"A3DBY12LGT2WDK
","sp_v2","3C8HJ7UOP7V12YMAF9J7N80V0SQMZ5","Male","48","94659","539734","After losing half of my bonus in the first round I was pleased to see in the second round that my partner was not deducting from me. So I followed his lead and we have probably both made a bonus.","2017-05-29 18:52:18","126"
"A20NITCOBY4775","sp_v2","39KFRKBFINWPXBXHW3W115GYPY1YO5","Female","54","95421","557733","I wanted to be fair and not lose any money but stupid Ryan almost make me seek revenge.","2017-05-29 18:52:24","127"
"A3E9A9O3CLMEW","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC19R1","Male","79","132989","537681","I tried to get the other person to understand that we would both lose if we try to gain on each other. it took about 20 points, but we eventually worked together.","2017-05-29 18:52:28","128"
"A2C2WXXKJOLCZ2","sp_v2","3O6CYIULED2GLBMEDOQMFEN7WCPWUH","Female","91","113243","521213","good study just keep us both from losing points","2017-05-29 18:52:33","129"
"AJRY9ALX8069Y","sp_v2","3300DTYQT2IUCIT6BFCBJ7JIMNEEQE","Female","22","172410","576663","I wanted to try to be fair in the first round, but the person kept taking away points, so I took some of his away as well at the expense of my points. In the second round, I tried to be fair, but then decided to be greedy and pick A, but then it seemed like the other person chose to take away my points. So, I just chose option B to prevent any more loss of points on my end.","2017-05-29 18:52:34","130"
"A1D9YOV0RDWIKZ","sp_v2","3RANCT1ZVFIOX8O3IXUQS0AMMB7UBZ","Female","98","101433","491986","When I was first I tried to just keep it where neither of us lost money. The other person seemed to pick up on this and we ended the first round with 100. The second round I went second, once I saw the first person tried to take points I did too. This resulted in the first person then trying to keep it fair by not taking more points the rest of the round so I did not take points either.","2017-05-29 18:52:41","131"
"A2D4PM9I6UX3Z0","sp_v2","3MD9PLUKKIF7KG7ARAY70NPV5I0ZNI","Male","98","140984","523483","I play nice if they play nice","2017-05-29 18:52:47","132"
"A142ZRU284W9O","sp_v2","33SA9F9TRXVZWFPSNOBHBW14AOVEWI","Male","83","42200","258905","I chose the option in each case that would get me the most points, without worrying about my partner's points.","2017-05-29 18:53:03","133"
"AVU1N78F92K93","sp_v2","30H4UDGLT2J7OUK4S0L5WAYHQTJPMN","Female","58","66516","466760","Thanks!","2017-05-29 18:53:06","134"
"A2W1C5PDHUF25O","sp_v2","3CPLWGV3MO0SEPPXNC48NZN2QFC9ND","Male","60","115687","471344","I was trying to get Sam to wise up.","2017-05-29 18:53:06","135"
"A1TYP11M6YZUK8","sp_v2","3U84XHCDICELY8X495JB1EJVE164ZT","Male","37","190843","584009","Interesting study. My general strategy was keeping as many points as possible for me. In round two, when ""Sam"" choose to take one point away from me I think it was, I punished him by choosing the option that takes one point from me, but four from him. After that he learned his lesson and took the 0/0 option. I did the same after that. ","2017-05-29 18:53:21","136"
"AK3H5QRAROFGP","sp_v2","3SITXWYCNVAGECIYN25DC79QGTOBX8","Male","68","127773","452069","I selected D so that I would not be penalized. I also selected A, to maximize my outcome, especially when my opponent pressed D.","2017-05-29 18:53:26","137"
"A2EJLKLPXT8GDI","sp_v2","345LHZDEDXTJUDKQ34FKAHCAYJUU38","Male","44","154520","611833","When I was Y, I tried to show the other guy that if he decides to take points away from me I would do the same. When I was X, I tried to show the other guy that I don't want to take points away from him if you decide to not take points from me.","2017-05-29 18:53:32","138"
"A3O5EU9QQV2OS1","sp_v2","3I3WADAZ9Q5RVNNXL1R4Q8I5UTXO5F","Male","95","103020","367754","My strategy was to lose the least points possible.","2017-05-29 18:53:53","139"
"A3C3RPYRK8O53D","sp_v2","30BXRYBRP4YBGPGUDPJNWZYH24NWHG","Male","40","177897","659431","My strategy was to let the other player keep as many points as possible as long as he reciprocates and to penalize him if he didn't, so he would stop making me lose too many points.","2017-05-29 18:54:19","140"
"A11THU6UGG3THR","sp_v2","3IRIK4HM3ALM52Q80FSINE2O1APC6M","Female","97","66943","401537","As long as nobody steals, everybody's happy. :) Punishment seemed to work as intended. ","2017-05-29 18:54:28","141"
"A1YHZMT0V0PTRK","sp_v2","3PPTZCWALQLSNDK272QO4HK0ATNQZW","Female","41","84406","608962","I was nice to the player that was nice to me and revengeful to the person that always chose to take 2 points from me.","2017-05-29 18:54:33","142"
"A38N2MBXP7IOPS
","sp_v2","3A1COHJ8NJW0QOKCFM3HIJVVKXKH8M","Female","84","69737","359087","I didn't have a strategy. The study was interesting.","2017-05-29 18:54:37","143"
"A1B5KIQ8JLR2F7
","sp_v2","3HVVDCPGTET5A32PSKI0VFMLO6ITYM","Female","68","72397","637801","uggh i dont thinkj i did well, lol","2017-05-29 18:54:58","144"
"A3P74FP62XNVYI","sp_v2","3UNH76FOCS61X8C5JNHO91RTUYMYMQ","Male","40","221325","685776","If the person I was matched with when I was in the role of Y was a real Turker, then that person must have been an idiot. The obvious smart thing to do was try to maintain as much of the 100 as possible. I will gladly pay to punish greedy jerks.","2017-05-29 18:54:59","145"
"A11BSDP2GNEQ9M","sp_v2","34BBWHLWHACBCKREJ718WBZW2H2WI9","Female","66","106676","713237","I was surprised by my thinking and reaction. Before any of the games, I thought that if I were X I would play nice as that would be the nice cooperative way. The first game to maximize both fairness and everyone's earnings. The first interaction showed me that X has all the bargaining power and a Y doesn't have an effective way to resist, and revenge is a bad strategy for the Y person. So in the second part I was as obnoxious the   X in the first game was, and I did feel bad about it.  ","2017-05-29 18:55:21","146"
"A3pqugiqqbpr98","sp_v2","3JMSRU9HQIVMHQPNXE6LPUIQ3FTEV8","Male","60","93446","378216","great task","2017-05-29 18:55:23","147"
"ACOPHZOGGPMVE","sp_v2","33CKWXB73JL7BDFDECRHBMSGP2I11N","Female","26","93710","482659","I chose based on what the other person did. If they took points from me I took from them even if that meant that I would lose points too. ","2017-05-29 18:55:30","148"
"AB1X97ASE626Q","sp_v2","31Q0U3WYDPGLMZUF3S8QCWJTSOJ71R","Male","98","138843","541145","My strategy was not to impact anyone's points unless they did so to me first.","2017-05-29 18:55:36","149"
"A1YGENVE7OI5JL","sp_v2","3IUZPWIU1O82IFH2JAMK9RE9ULRWKK","Male","97","212606","518363","I was fair when going fist and I made them pay when they were not when I was going second","2017-05-29 18:56:30","150"
"A1IFF4KV23FGHJ","sp_v2","3LKC68YZ3A4L862HH2EDG8VIEQ1WO4","Male","50","68948","364501","I tried to send a message to the first player that he shouldn't deduct points from me.  For the second player I tried to maximize my winnings.","2017-05-29 18:56:57","151"
"A3BOFAB9M4R305","sp_v2","3OSWBBLG1EY9T9GI1YWJ7XXQJE0XD1","Female","72","533274","807670",,"2017-05-29 18:56:59","152"
"A2Z70GL7HTFFQR","sp_v2","3DPNQGW4LLGJAYDT70M04GQ09X9462","Male","68","85551","452011","no. I tried to make as much money as possible.","2017-05-29 18:57:41","153"
"ATOV0H5KQHI29","sp_v2","304SM51WA358IVWZTSZQDZSY1EMBS0","Female","30","96187","434395","just to try to get the most points.","2017-05-29 18:57:44","154"
"A2ITZXZUNY6Y51","sp_v2","3U0SRXB7CD6YIPLJHT4UEKNWW1HNRD","Female","20","412460","674582","When Sam chose the option to take from me, I'd take from him. I chose the option to not take or add and kept doing that as Ryan chose the same.","2017-05-29 18:57:51","155"
"A3OXSIR9YH1FT6","sp_v2","3XM0HYN6NK09C6SRB2XMJ2T8HRSEPN","Male","40","176137","567556","Thank you. I felt that I had to punish the first person I played with because they kept removing my points the entire game. The second round I chose not to remove any points from the other player and they did the same to me. Thank you for the HIT. I wish you well in your studies.","2017-05-29 18:58:03","156"
"AMUV60QYHNUR3","sp_v2","3BXQMRHWKZZKGZS09MKZ6GLGYABUMO","Female","71","75867","449556","I tried to be fair, without bleeding my points off. ","2017-05-29 18:58:21","157"
"A32S0RM8M9PJ6U","sp_v2","3GM6G9ZBKNY5GMDB9HUP1KZEFW4TMW","Male","93","152232","512936","I wanted to come out with the most money possible, and I was depending upon the kindness of the person on the other side not to take from me if I did not take from them. During the second round, when I saw that the person was taking from me, I wanted to take from them at first in order to prevent them from taking from me any further. However, I realized that I didn't know how long the game would be going on for- I would have to pay to punish them. So I figured I may be able to save more money if I just don't punish them, hunker down, and hope.","2017-05-29 18:58:25","158"
"ADCXF6QY5T046
ADCXF6QY5T046ADCXF6QY5T046
ADCXFQY5T046
","sp_v2","3PEIJLRY6TU82FG9IT19ZLMBQU6WX9","Female","56","113968","462105","n/a","2017-05-29 18:58:34","159"
"A11Z6BR15AJXJ7","sp_v2","3TY7ZAOG5FL9APGHQ3TZ2W55TGCK06","Female","61","118610","452059","I thought it was enjoyable. My strategy was that if I was player Y and player X chose option A, I would choose option C since he loses more than I do from choosing that option. If i was player X, i would just choose option B.","2017-05-29 18:58:35","160"
"A115C4B2OHIESF
A115C4B2OHIESFA115C4B2OHIESF
A115C4B2OHIESF
","sp_v2","36NEMU28XFEX83H54MZ0O46DJQMWMP","Female","97","76470","543636","My strategy was to try to conserve as many points for most of us as possible, but most of the time I found myself following my opponent's lead.  He would choose to deduct 0 points, so I would do the same and vice versa.","2017-05-29 18:58:43","161"
"A19134KP9PBNXT","sp_v2","3T111IHZ5ERDTNHPGJLPWJSCRC0R9I","Male","95","269969","705935","I liked it a lot! i'm not sure I really had a strategy. But when I noticed my partner continued to make me lose payment, I thought I should try to punish him.","2017-05-29 18:59:01","162"
"A3N0QZ9ZKUCTCQ","sp_v2","3K772S5NP8CHZPU3SPPHATRHV0IHEL","Male","62","63361","891783","While I wanted to maximize my bonus amount, my general strategy was to respond in fairness to the other participant, which mean I would punish them if they acted unfairly even by sacrificing my own points. Since the game gives the choice of allowing both players to be fair or not, I do not mind losing out on point if it mean I could possibly get my partner to be more fair in their decisions and punishing them is crucial to doing so.","2017-05-29 18:59:13","163"
"A7FXUMAFLRJL2","sp_v2","3EF8EXOTT1WE6UVH41XNFMO2JJJ1JS","Female","94","92779","373750","No strategy. All was fine.","2017-05-29 18:59:34","164"
"A2FS4CFA35R6CN","sp_v2","3VNXK88KKCJ5MUY6P3QZXGHFCIE9VU","Female","80","132023","555691","Fun study, i tried to play nice but it did no good so i played dirty back.","2017-05-29 18:59:55","165"
"A6M6N01KBYGVM","sp_v2","3L4PIM1GQTHSUOPXOVD5V0L30LLYRE","Female","77","93893","391138","I think we both win if we choose the 0 points gained and lost for both of us","2017-05-29 19:00:23","166"
"A6U2C66WQ7QQN","sp_v2","3Z9WI9EOZZPKLPMDOB0K8O4MFXEHK5","Female","80","89240","743624",,"2017-05-29 19:00:28","167"
"A154X03NKVZZL1","sp_v2","3M0BCWMB8VX1PCD8DX9RAOVJ7RIBWF","Male","91","64839","349379","i tried to maximize earnings and it cost me to punish the person, sam, for his behavior so i generally didn't do it until the end at which point i wanted to see if i would change his pattern.","2017-05-29 19:00:35","168"
"A1N4AZ1QXPOPXH","sp_v2","31T4R4OBOSH5924DJPXATS2KWLA7CH","Male","95","55675","307680","I just wanted both me and my partner to leave with the most points.","2017-05-29 19:01:24","169"
"A2WQT33K6LD9Z5","sp_v2","3M1CVSFP606RM5CUVAAPNOTR18GQAV","Male","70","51708","324035","I just chose whatever option would help me the most or hurt me the least. ","2017-05-29 19:02:33","170"
"APITQRRX2PADB","sp_v2","3VP0C6EFSGXZEO2ZD4MWQA70VOTM6E","Female","97","120392","439550","keep it fair until someone decided to be unfair to me","2017-05-29 19:02:39","171"
"A1OSRB1Q63XXWZ","sp_v2","3ON104KXQKXH4DSZYIZ42APDXZ24W3","Female","63","54732","501867","NO","2017-05-29 19:04:07","172"
"A12MV66U9VGLQ1","sp_v2","3TMSXRD2X610CEVGB0G24CIALFRW1H","Female","95","112093","504241","I was just trying to minimize the damage to both of us. ","2017-05-29 19:04:27","173"
"A127ES6LIP24XM","sp_v2","3SKRO2GZ71S9HE1ZMMXZG1OFY8IK19","Male","64","114924","555625","I tried to adjust to what the other player was choosing.","2017-05-29 19:04:53","174"
"A18T7E73TNGOKP","sp_v2","3PPTZCWALQLSNDK272QO4HK0ATOQZX","Male","46","62839","474782",,"2017-05-29 19:05:01","175"
"A1C0H8G0YI15MN","sp_v2","3UWN2HHPUY6AJ4LWWI4Z4USSI30NS1","Male","70","115125","527377","In the first case, I tried to start fair but my partner continued to be greedy.  I then tried to teach him or her that adding a point can be punished, but he or she continued.  I did not want to pay too high a price to punish, because I felt like my optimum bonus would be achieved by only losing one point per round instead of three.

In the second round, I treated the person like I would want to be treated.","2017-05-29 19:05:10","176"
"A1M682B2WUSYJP","sp_v2","3PZDLQMM0TMYN177DDGFX1LCL5NC25","Male","39","52884","423305",,"2017-05-29 19:05:34","177"
"A193D9OQUVFSVT","sp_v2","3II4UPYCOJ8PKCF6FK1RDP1XMBDQDX","Female","97","91477","422901","make them choose a favorable option","2017-05-29 19:05:48","178"
"A34SUZWGLXIWM8","sp_v2","3PS7W85Z8Z3Q92UHK8QKWYTUFXY9TE","Male","97","80094","360031","I tried to be fair until my partner got greedy.","2017-05-29 19:06:04","179"
"A36KDWI1CGJFFA","sp_v2","3U84XHCDICELY8X495JB1EJVE15Z4N","Male","61","92537","407883","to retain as many points as possible","2017-05-29 19:06:04","180"
"AJ85Y7G0C3BCF","sp_v2","3YZ8UPK3VTN77DG9WXQL3KG44W7UC6","Female","65","74167","408156","When I played 'X' there wasn't really anything I could do since the other player continually took away one point from me.  When I played 'y', I found that if I just kept it at 0, they didn't take my points away either so although I didn't gain anything, I didn't lose it either.","2017-05-29 19:06:06","181"
"A2XWD4PZM6JU0M","sp_v2","3H0W84IWBK3UOJ86OU1BOXTNI9GERF","Male","63","47294","313959","no, just tried to be fair","2017-05-29 19:06:18","182"
